?????;??? ??????;??????;???????;????;????????? ????;?????????? ??????;????? ???????;????;???? ????? ???????;??? ????????? ????;??? ???????;????? ??????;?????? ?????;?????;?????;????? ????;?????
????21;??????????;https://khimki.cian.ru/sale/flat/294557674/;?????;8;8;1;38,8;8 210 233,00 ?;2022;;??????????;;;; ???????? ?????????;11;???????
????21;??????????;https://khimki.cian.ru/sale/flat/294557358/;?????;8;8;1;40,1;8 466 340,00 ?;2022;?????????-?????????;??? ???????, ????????????;;;; ???????? ?????????;9;???????
????21;??????????;https://khimki.cian.ru/sale/flat/294557720/;?????;5;8;1;38,9;9 418 963,00 ?;2022;?????????-?????????;??? ???????, ????????????;;;; ???????? ?????????;6;???????
?????????;????? ?? ????????????;https://khimki.cian.ru/sale/flat/309013339/;?????;8;9;1;31,5;10 700 000,00 ?;2022;;;16 ?²;9 ?²;;;?9;??????????????
????? ?????????;???????;https://khimki.cian.ru/sale/flat/308022128/;?????;1;8;1;42,0;5 700 000,00 ?;2022;;;16,9 ?²;14,4 ?²;; ???????? ?????????;6;??????????????
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/308616074/;????????;4;9;1;45,0;4 450 000,00 ?;2022;;;17 ?²;11 ?²;????????;???????? ;51?;
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/309115392/;????????;9;9;1;41,0;3 900 000,00 ?;2022;;;16 ?²;11,8 ?²;????????;???????? ;51?;
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/309008090/;????????;8;9;1;37,7;6 150 000,00 ?;2022;;;;12 ?²;????????;???????? ;51?;
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/308598639/;????????;6;9;1;37,1;5 200 000,00 ?;2022;;;16,6 ?²;11,6 ?²;????????;???????? ;51?;
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/308990317/;????????;8;8;1;42,5;4 600 000,00 ?;2022;;;22 ?²;11 ?²;????????; ??????;160?;
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/308615342/;????????;10;11;1;61,1;6 300 000,00 ?;2022;;??? ???????;22 ?²;19,8 ?²;;;;
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/308601865/;????????;4;8;1;43,0;4 700 000,00 ?;2022;;;16,9 ?²;17 ?²;????????; ??????;160?;
;;https://kostroma.cian.ru/sale/flat/289071173/;????????;2;3;1;41,3;4 550 000,00 ?;2022;;;;;????????; ??????????????;;
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/308615301/;????????;9;9;1;37,8;5 950 000,00 ?;2022;;;16 ?²;12 ?²;????????;???????? ;51?;
????? ????????;????? ?? ????????????;https://kostroma.cian.ru/sale/flat/308988864/;????????;2;9;2;57,2;9 199 000,00 ?;2022;;;32 ?²;12 ?²;????????;??????????? ;6?;
????????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/298416401/;??????;8;8;1;35,2;7 000 000,00 ?;2022;;;11,5 ?²;15 ?²;; ?????? ??????????;6?2;??????
????? ?????????;???????;https://losino-petrovskiy.cian.ru/sale/flat/308824175/;??????-??????????;9;14;1;34,8;3 897 889,00 ?;2022;;;;8,5 ?²;??????-??????????; ??????;4?;
ID 21869125;???????? ?????;https://losino-petrovskiy.cian.ru/sale/flat/298397572/;??????-??????????;13;16;1;35,0;4 999 000,00 ?;2022;;;17 ?²;8,5 ?²;??????-??????????; ??????;4?;
?????????? ??????;???????;https://losino-petrovskiy.cian.ru/sale/flat/298127139/;??????-??????????;10;16;2;59,6;5 200 000,00 ?;2022;;;30,9 ?²;12,2 ?²;??????-??????????; ??????;4?;
?????????? ??????;???????;https://losino-petrovskiy.cian.ru/sale/flat/298127273/;??????-??????????;15;16;3;68,8;6 300 000,00 ?;2022;;;44,7 ?²;9,2 ?²;??????-??????????; ??????;4?;
ID 114603541;???????? ?????;https://losino-petrovskiy.cian.ru/sale/flat/305834663/;??????-??????????;13;16;2;54,8;5 200 000,00 ?;2022;;;41,7 ?²;9,2 ?²;??????-??????????; ??????;4?;
ID 101258707;???????? ?????;https://losino-petrovskiy.cian.ru/sale/flat/294694358/;??????-??????????;11;16;2;56,6;5 200 000,00 ?;2022;;;30 ?²;9,2 ?²;??????-??????????; ??????;4?;
ID 243678;??????????;https://losino-petrovskiy.cian.ru/sale/flat/307591927/;??????-??????????;15;17;1;31,1;3 700 000,00 ?;2022;;;15,7 ?²;5,1 ?²;??????-??????????; ???????;8;
ID 82802283;??????????;https://www.cian.ru/sale/flat/285989333/;??????;12;29;1;39,0;21 000 000,00 ?;2022;;;17 ?²;11 ?²;???????????;????????? ;4??3;?????????????
ID 26289056;???????;https://www.cian.ru/sale/flat/291311492/;??????;9;20;1;46,9;14 070 000,00 ?;2022;;;33,2 ?²;;?????????;??????????? ????????;31?3;???????????
???????????;????? ?? ????????????;https://www.cian.ru/sale/flat/291395625/;??????;24;26;1;39,9;10 216 417,00 ?;2022;;;18,2 ?²;10,5 ?²;??????????; ???????????;10;??????????
ID 28525622;???????? ?????;https://www.cian.ru/sale/flat/291406278/;??????;15;16;1;42,0;24 360 000,00 ?;2022;;;22 ?²;18 ?²;?????????; ????? ??????;9?2;????????????????
ID 208925;???????;https://www.cian.ru/sale/flat/255985339/;??????;5;39;1;37,5;22 000 000,00 ?;2022;;????????;15 ?²;10 ?²;???????; ????????????;120?1;???????????
???????????;????? ?? ????????????;https://www.cian.ru/sale/flat/294868393/;??????;19;25;1;36,3;10 108 559,00 ?;2022;;;16 ?²;10,4 ?²;??????????; ???????????;10;??????????
???????????;????? ?? ????????????;https://www.cian.ru/sale/flat/294869635/;??????;22;25;1;41,9;11 054 085,00 ?;2022;;;20,1 ?²;11,6 ?²;??????????; ???????????;10;??????????
???????????;????? ?? ????????????;https://www.cian.ru/sale/flat/294870005/;??????;17;25;1;41,3;10 896 151,00 ?;2022;;;19,6 ?²;10,3 ?²;??????????; ???????????;10;??????????
????? ??????;???????;https://www.cian.ru/sale/flat/295022763/;??????;7;15;1;43,7;10 300 000,00 ?;2022;;;22,1 ?²;10,4 ?²;; ?????????;2?3;????????
??????? ????????;???????;https://www.cian.ru/sale/flat/295240177/;??????;15;17;1;32,7;8 200 000,00 ?;2022;;;11 ?²;13 ?²;; ???????? ?????????;1?1;??????????????
ID 71296886;??????????;https://www.cian.ru/sale/flat/295267798/;??????;6;17;1;32,9;6 999 950,00 ?;2022;;;11 ?²;12 ?²;; ???????? ?????????;1?3;??????????????
????? ??????????;???????;https://www.cian.ru/sale/flat/295334267/;??????;14;35;1;42,5;25 200 000,00 ?;2022;;;19 ?²;17 ?²;????????????; ??????????;11?2;????????????
ID 13731;???????;https://www.cian.ru/sale/flat/295776345/;??????;4;7;1;42,3;7 150 000,00 ?;2022;;;15,2 ?²;14,9 ?²;; ??????? ??????;2;??????
ID 24467944;???????? ?????;https://www.cian.ru/sale/flat/297134002/;??????;5;13;1;36,8;11 000 000,00 ?;2022;;;;;; 1-? ???????????;14?1;??????????????
ID 113116523;???????? ?????;https://www.cian.ru/sale/flat/298372573/;??????;11;12;1;52,1;7 555 000,00 ?;2022;;;20,7 ?²;12,2 ?²;; ???????????;3;??????????
????????? ?2;??????????;https://www.cian.ru/sale/flat/298379463/;??????;3;3;1;35,6;6 443 600,00 ?;2022;;????????;;;??? (????????); ???????? ????????;27?4;
ID 113535104;???????? ?????;https://www.cian.ru/sale/flat/298835985/;??????;2;12;1;46,7;6 500 000,00 ?;2022;;;17,3 ?²;11,7 ?²;; ???????????;3;??????????
??????;????? ?? ????????????;https://www.cian.ru/sale/flat/299014326/;??????;13;22;1;39,1;15 300 000,00 ?;2022;;;11,8 ?²;18,2 ?²;????????????;???????????????????? ;39;???????????? ???
??????;????? ?? ????????????;https://www.cian.ru/sale/flat/299112440/;??????;23;25;1;46,7;11 200 000,00 ?;2022;;;13,9 ?²;16,3 ?²;; ????????;11?1;???????????
????? ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309097117/;??????;5;21;2;60,5;26 000 000,00 ?;2022;;;36 ?²;12 ?²;????????-????????; ????????? ?????????;13;???????? ?????????
EstateLiga;????? ?? ????????????;https://www.cian.ru/sale/flat/309099402/;??????;2;15;3;67,3;35 700 000,00 ?;2022;;;30,1 ?²;15 ?²;???????;????????? ;8?4;???????
Capital Mars;????? ?? ????????????;https://www.cian.ru/sale/flat/309097142/;??????;4;25;1;24,0;12 650 000,00 ?;2022;;;;5 ?²;??????; ?????????;30?;??????? ???????? ?????????
Capital Mars;????? ?? ????????????;https://www.cian.ru/sale/flat/309097140/;??????;16;22;1;25,0;10 500 000,00 ?;2022;;;;6 ?²;???????????;1-? ????????????? ;25;???????????
???????-????????????;????? ?? ????????????;https://www.cian.ru/sale/flat/309096819/;??????;14;17;3;66,8;17 500 000,00 ?;2022;;;35,7 ?²;13,4 ?²;??????????????;????????????? ?????;228?6;??????????????
PANDA ESTATE;????? ?? ????????????;https://www.cian.ru/sale/flat/309096746/;??????;12;29;3;75,0;40 000 000,00 ?;2022;;;55 ?²;11 ?²;????-?????????; ????? ??????;6;??????????
??????? ???? ?????? ???;????? ?? ????????????;https://www.cian.ru/sale/flat/309095779/;??????;5;5;;32,5;4 490 000,00 ?;2022;;;22 ?²;4 ?²;; ?????????;1?16;??????? ???
Penny Lane Moscow;????? ?? ????????????;https://www.cian.ru/sale/flat/309095470/;??????;3;21;3;99,9;28 000 000,00 ?;2022;;;53 ?²;15,7 ?²;??????????; ?????????????? ???;3;???????
TS Estate;????? ?? ????????????;https://www.cian.ru/sale/flat/309093480/;??????;6;25;1;36,0;19 800 000,00 ?;2022;;;15 ?²;12 ?²;??????; ?????????;30?;??????????? ????
Stapler Estate;????? ?? ????????????;https://www.cian.ru/sale/flat/309105688/;??????;4;14;3;93,0;52 000 000,00 ?;2022;;;70 ?²;15 ?²;???????;???????? ???????? ????????;39?2?;???????
EstateLiga;????? ?? ????????????;https://www.cian.ru/sale/flat/309104709/;??????;18;42;4;137,7;97 767 000,00 ?;2022;;;85 ?²;30 ?²;???????????;????????????? ????????;37/3;????????
ID 123117778;???????? ?????;https://www.cian.ru/sale/flat/309103320/;??????;6;22;;64,5;14 800 000,00 ?;2022;;;;12,3 ?²;;?????????? ;30?3;?????????
???????;??????????;https://www.cian.ru/sale/flat/309103194/;??????;1;12;2;52,8;10 216 800,00 ?;2022;?????????-?????????, ??????????;??? ???????, ????????;30,2 ?²;11,8 ?²;; ????????;7?1;????????
ID 116584000;???????? ?????;https://www.cian.ru/sale/flat/309087903/;??????;3;13;2;63,0;105 000 000,00 ?;2022;;;47 ?²;13 ?²;?????????; ???????;15;??????????
????? ??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309087311/;??????;4;14;1;39,0;10 500 000,00 ?;2022;;;14,7 ?²;17,6 ?²;; ???????????;6;????????
????? ??????????;???????;https://www.cian.ru/sale/flat/309078897/;??????;9;9;3;84,2;19 800 000,00 ?;2022;;;61 ?²;13,5 ?²;;??????? ?????? ???????????;8;???????????
ID 123713117;???????;https://www.cian.ru/sale/flat/309085171/;??????;6;6;2;57,3;52 500 000,00 ?;2022;;;;13 ?²;??????? ????;1-? ?????? ;6;??????? ????
??????;????? ?? ????????????;https://www.cian.ru/sale/flat/309084193/;??????;11;12;4;243,0;346 000 000,00 ?;2022;;;171 ?²;30 ?²;?????????; ???????;11?;??????????
ID 7838;???????;https://www.cian.ru/sale/flat/309083012/;??????;4;34;2;51,0;17 299 000,00 ?;2022;;;30 ?²;11 ?²;???????-???????????;??????? ;44;???????
Premium Realty;????? ?? ????????????;https://www.cian.ru/sale/flat/309082921/;??????;4;8;4;149,5;184 900 000,00 ?;2022;;;80 ?²;40 ?²;?????????;?????????????? ??????????;21;?????????
EstateLiga;????? ?? ????????????;https://www.cian.ru/sale/flat/309071581/;??????;4;24;2;66,0;35 000 000,00 ?;2022;;;40 ?²;6 ?²;????????-????????;????????????? ??????????;34?4??8;????????
??????? ???? ???-?????;????? ?? ????????????;https://www.cian.ru/sale/flat/309053105/;??????;17;18;2;36,0;12 800 000,00 ?;2022;;;22 ?²;9 ?²;???????? ????????;???????? ;6?2;???????
EstateLiga;????? ?? ????????????;https://www.cian.ru/sale/flat/309100753/;??????;13;13;2;40,8;30 000 000,00 ?;2022;;;25,8 ?²;10 ?²;???????????;???????? ????????;10?3;?????? ?????
??????? ???????;???????;https://www.cian.ru/sale/flat/309100406/;??????;2;14;3;92,8;25 500 000,00 ?;2022;;;58 ?²;28 ?²;;??????? ?????????????;9;????????
ID 123729275;???????? ?????;https://www.cian.ru/sale/flat/309099636/;??????;2;25;2;63,0;22 890 000,00 ?;2022;;;35 ?²;11 ?²;?????????????; ??????????? ???????;2;???????????
EstateLiga;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/306199872/;??????;7;8;1;34,7;5 475 000,00 ?;2022;;;16 ?²;9 ?²;;??????? ????????? ????????????;4?1;??????
????? ????????;???????;https://vidnoye.cian.ru/sale/flat/301641419/;??????;2;4;2;46,0;8 300 000,00 ?;2022;;;26 ?²;8,2 ?²;; ?????? ??????????;6?1;??????
????? ?????????;???????;https://vidnoye.cian.ru/sale/flat/304570753/;??????;2;4;2;47,0;8 800 000,00 ?;2022;;;26 ?²;10 ?²;;;16?1;??????
????? ????????;???????;https://vidnoye.cian.ru/sale/flat/308858285/;??????;3;8;2;47,3;7 600 000,00 ?;2022;;;26 ?²;9,1 ?²;; ?????? ??????????;6?2;??????
ID 106022441;???????? ?????;https://vidnoye.cian.ru/sale/flat/290838989/;??????;8;8;2;47,4;7 950 000,00 ?;2022;;??? ???????;26 ?²;9 ?²;; ?????? ??????????;6?2;??????
ID 15922162;???????;https://vidnoye.cian.ru/sale/flat/308861201/;??????;7;8;3;90,8;18 900 000,00 ?;2022;;;;31 ?²;;??????? ??????;1;????????
??? ??????? ????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/297246860/;??????;2;8;3;83,4;15 000 000,00 ?;2022;;;51,7 ?²;12,6 ?²;;??????? ??????;15;?????????????
CENTURY 21 ????????? ????????????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/308339791/;??????;8;9;3;60,6;9 700 000,00 ?;2022;;;37,5 ?²;10,2 ?²;;??????? ????????? ????????????;4?1;??????
EstateLiga;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/308803260/;??????;4;8;3;60,5;8 835 000,00 ?;2022;;;45,3 ?²;10,2 ?²;;??????? ????????? ????????????;4?1;??????
???? ??????;???????;https://vidnoye.cian.ru/sale/flat/307612568/;??????;7;8;4;90,8;18 890 000,00 ?;2022;;;;18,4 ?²;;??????? ??????;1;????????
??????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/308380251/;??????;5;8;4;117,6;13 600 000,00 ?;2022;;;36 ?²;26,3 ?²;; ?????? ??????????;6?2;??????
ID 97427;???????;https://vidnoye.cian.ru/sale/flat/307822884/;??????;2;8;4;91,0;20 000 000,00 ?;2022;;;62 ?²;18,1 ?²;;??????? ??????;1;????????
????? ????????;???????;https://vidnoye.cian.ru/sale/flat/308858437/;??????;6;8;1;27,5;4 700 000,00 ?;2022;;;;;; ?????? ??????????;6?2;??????
????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/304696179/;??????;7;8;1;34,2;7 000 000,00 ?;2022;;;16 ?²;9 ?²;;??????? ??????;15;?????????????
????? ??????;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/308807171/;??????;14;17;1;27,8;5 600 000,00 ?;2022;;;6,4 ?²;16,4 ?²;;??????? ??????? ?????;11;????????
EstateLiga;????? ?? ????????????;https://vidnoye.cian.ru/sale/flat/304687203/;??????;7;8;1;30,0;4 950 000,00 ?;2022;;;14,6 ?²;6 ?²;; ?????? ??????????;6?2;??????
ID 29866392;???????? ?????;https://vidnoye.cian.ru/sale/flat/304195171/;??????;14;17;1;24,2;5 600 000,00 ?;2022;;;13,6 ?²;5 ?²;;??????? ??????? ?????;11;????????
ID 122857616;???????? ?????;https://vidnoye.cian.ru/sale/flat/308210793/;??????;4;8;1;30,0;6 000 000,00 ?;2022;;;18 ?²;5 ?²;; ?????????? ???????;3?1;??????
ID 42358070;???????? ?????;https://vidnoye.cian.ru/sale/flat/300798450/;??????;2;8;1;28,0;4 900 000,00 ?;2022;;;15 ?²;6 ?²;; ?????? ??????????;6?2;??????
ID 116056155;???????? ?????;https://vidnoye.cian.ru/sale/flat/301523422/;??????;7;8;1;30,0;4 900 000,00 ?;2022;;;14,6 ?²;6 ?²;; ?????? ??????????;6?2;??????
??????? ?????;???????;https://elektrostal.cian.ru/sale/flat/300049805/;????????????;12;17;2;49,3;6 600 000,00 ?;2022;;;30 ?²;10 ?²;???. ?????????; ??????????;12;
ID 109620760;???????? ?????;https://elektrostal.cian.ru/sale/flat/299990375/;????????????;13;17;2;48,9;6 350 000,00 ?;2022;;;16,5 ?²;18,4 ?²;???. ?????????; ??????????;12;
????? ???????????;???????;https://elektrostal.cian.ru/sale/flat/304411979/;????????????;2;17;1;30,7;5 850 000,00 ?;2022;;;21 ?²;5 ?²;???. ?????????; ??????????;12;
ID 107924685;???????? ?????;https://elektrostal.cian.ru/sale/flat/302776555/;????????????;4;17;3;66,3;9 999 000,00 ?;2022;;;;;???. ?????????; ??????????;12;
ID 54483849;???????? ?????;https://elektrostal.cian.ru/sale/flat/308200061/;????????????;11;17;1;36,8;6 050 000,00 ?;2022;;;15,2 ?²;9,3 ?²;???. ?????????; ??????????;12;
ID 123502970;???????? ?????;https://shchyolkovo.cian.ru/sale/flat/308839184/;???????;14;17;2;54,2;8 750 000,00 ?;2022;;;30,4 ?²;10,1 ?²;;;;
??? ??????;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/308555775/;???????;2;17;1;29,0;4 700 000,00 ?;2022;;;14 ?²;6 ?²;;;1;??????????
CENTURY 21 ???????????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/307844021/;??????;17;25;2;59,0;11 000 000,00 ?;2022;;;30 ?²;10 ?²;;????????????? ?????;43;??????????
WHITE BROKER;????? ?? ????????????;https://reutov.cian.ru/sale/flat/308352552/;??????;25;25;1;23,2;5 700 000,00 ?;2022;;;14,2 ?²;4 ?²;;???????????? ;27;??????????
ID 113770;???????;https://reutov.cian.ru/sale/flat/307041073/;??????;2;25;1;31,0;6 800 000,00 ?;2022;;;20 ?²;5 ?²;;????????????? ?????;43;??????????
?????????? ??????????;???????;https://reutov.cian.ru/sale/flat/307336790/;??????;14;25;1;21,2;6 150 000,00 ?;2022;;;18 ?²;;;???????????? ;27;??????????
ID 79622508;??????????;https://reutov.cian.ru/sale/flat/308496672/;??????;8;25;1;23,0;6 100 000,00 ?;2022;;;20 ?²;;;???????????? ;29;??????????
ID 83432122;???????? ?????;https://reutov.cian.ru/sale/flat/304689890/;??????;25;26;1;23,2;5 700 000,00 ?;2022;;;23,2 ?²;;;???????????? ;27;??????????
ID 107594358;???????? ?????;https://domodedovo.cian.ru/sale/flat/308944415/;??????????;11;18;3;84,0;12 000 000,00 ?;2022;;;;9 ?²;; ??????;17?1;????????
????????;????? ?? ????????????;https://stupino.cian.ru/sale/flat/305190125/;???????;11;15;3;77,0;14 550 000,00 ?;2022;;;43 ?²;18 ?²;???????;????????? ????????;9?1;
?????????;????? ?? ????????????;https://shatura.cian.ru/sale/flat/306221955/;??????;4;9;1;22,9;2 620 000,00 ?;2022;;;;;??????; ????????;12;
ID 12451954;???????;https://shatura.cian.ru/sale/flat/308161809/;??????;5;9;;46,5;1 250 000,00 ?;2022;;;27,2 ?²;9 ?²;??????; ????????;12;
ID 6979888;??????????;https://shatura.cian.ru/sale/flat/305239746/;??????;6;10;1;24,0;3 000 000,00 ?;2022;;;;;??????; ????????;12;
??????;??????????;https://www.cian.ru/sale/flat/286713653/;??????;11;29;4;94,8;28 170 768,00 ?;2022;??????????;??? ???????, ????????, ????????;60,5 ?²;10 ?²;????-?????????; ????? ??????;6;??????????
SHOW ME;????? ?? ????????????;https://www.cian.ru/sale/flat/303533444/;??????;20;29;4;92,9;29 500 000,00 ?;2022;;;59,2 ?²;8,4 ?²;????-?????????; ????? ??????;6;??????????
ID 20496277;??????????;https://www.cian.ru/sale/flat/299985533/;??????;2;14;4;93,4;36 500 000,00 ?;2022;;;62 ?²;22 ?²;????????????;???????????????????? ;39;???????????? ???
Century 21 Level;????? ?? ????????????;https://www.cian.ru/sale/flat/304374286/;??????;13;25;4;139,7;59 900 000,00 ?;2022;;;83,3 ?²;18,1 ?²;???????; ??????????;1?2;???????????
???????;??????????;https://www.cian.ru/sale/flat/303002588/;??????;21;21;4;160,3;70 450 000,00 ?;2022;??????????;????????????, ????????;;;??????????; ?????????????? ???;3;???????
??????;??????????;https://www.cian.ru/sale/flat/289516334/;??????;19;29;4;95,8;32 715 700,00 ?;2022;??????????;??? ???????, ????????, ????????;60,5 ?²;10 ?²;????-?????????; ????? ??????;6;??????????
PEOPLE;????? ?? ????????????;https://www.cian.ru/sale/flat/308068200/;??????;14;21;4;165,0;200 000 000,00 ?;2022;;;;10 ?²;???????????; ?????????;4?4;????? 1905 ????
??????;??????????;https://www.cian.ru/sale/flat/289516347/;??????;23;29;4;123,9;43 365 000,00 ?;2022;??????????;??? ???????, ????????, ????????;72,8 ?²;10 ?²;????-?????????; ????? ??????;6;??????????
?????-??????;????????????? ??;https://www.cian.ru/sale/flat/306176739/;??????;3;28;4;106,1;52 943 491,00 ?;2022;??????????;??? ???????;59,3 ?²;23,8 ?²;???????;????????? ;8?2;???????
?????-??????;????????????? ??;https://www.cian.ru/sale/flat/305011002/;??????;15;28;4;102,9;59 104 281,00 ?;2022;??????????;??? ???????;53,9 ?²;19,4 ?²;???????;????????? ;8?4;???????
Whitewill;????? ?? ????????????;https://www.cian.ru/sale/flat/301003551/;??????;5;6;4;269,6;799 000 000,00 ?;2022;;;125 ?²;30 ?²;????????; ??????? ???????;9?1;???????
?????-??????;??????????;https://www.cian.ru/sale/flat/307828407/;??????;6;7;4;278,7;299 000 000,00 ?;2022;??????????;??? ???????;78,2 ?²;90,4 ?²;????????;???????? 2-? ???????;8;???????
???????;??????????;https://www.cian.ru/sale/flat/306568797/;??????;33;34;4;134,6;71 068 800,00 ?;2022;?????????-?????????;??? ???????, ????????????, ????????;101 ?²;;????????????; ??????????;11?2;????????????
Capital Group;??????????;https://www.cian.ru/sale/flat/300285644/;??????;20;23;4;140,5;68 582 527,00 ?;2022;;??? ???????;;;????????;?????? ;40?3;???????????
